image,predicted,true
p12_0174_1.jpg,16.00,20.35
p12_0174_10.jpg,20.00,43.24
p12_0175_6.jpg,20.00,25.00
p12_0178_2.jpg,9.00,13.79
p12_0178_9.jpg,12.86,14.75
p12_0179_10.jpg,9.00,20.00
p12_0182_9.jpg,10.00,22.22
p12_0183_10.jpg,11.11,18.75
p13_0072_6.jpg,13.00,17.82
p13_0075_3.jpg,10.00,15.46
p13_0076_10.jpg,12.22,15.31
p13_0076_2.jpg,6.00,6.45
p13_0081_10.jpg,3.33,0.00
p13_0083_10.jpg,24.00,57.50
p13_0083_7.jpg,24.00,39.02
p13_0084_3.jpg,20.00,27.40
p13_0084_7.jpg,18.57,22.89
p13_0085_2.jpg,9.00,16.36
p13_0087_6.jpg,25.00,35.21
p13_0089_1.jpg,11.00,26.26
p13_0089_6.jpg,12.86,26.23
p13_0091_11.jpg,15.00,17.76
p13_0093_11.jpg,22.50,23.21
p13_0093_6.jpg,11.00,21.74
p13_0096_6.jpg,11.00,15.96
p13_0096_9.jpg,9.00,23.19
p13_0101_5.jpg,25.00,42.59
p13_0102_3.jpg,24.29,34.78
p13_0103_6.jpg,18.00,33.64
p13_0111_1.jpg,15.00,20.90
p13_0113_7.jpg,20.00,31.76
p13_0115_1.jpg,22.67,27.27
p13_0115_10.jpg,13.00,30.11
p13_0115_3.jpg,18.00,25.00
p13_0115_8.jpg,16.92,22.62
p13_0117_6.jpg,18.00,30.09
p13_0122_1.jpg,21.43,39.13
p13_0123_6.jpg,30.38,35.71
p13_0124_7.jpg,24.00,36.13
p13_0126_9.jpg,16.25,14.46
p13_0127_1.jpg,22.00,34.29
p13_0135_7.jpg,25.71,23.71
p13_0136_3.jpg,18.00,30.00
p13_0139_11.jpg,18.67,17.82
p14_0001_1.jpg,2.00,2.48
p14_0002_11.jpg,10.00,12.50
p14_0003_9.jpg,6.00,31.25
p14_0006_11.jpg,2.50,14.29
p14_0010_6.jpg,28.89,38.89
p14_0011_5.jpg,7.50,40.00
p14_0016_11.jpg,1.15,0.00
p14_0016_6.jpg,10.00,17.95
p14_0017_9.jpg,8.33,9.26
p14_0018_7.jpg,0.00,0.00
p14_0022_6.jpg,11.00,11.36
p14_0023_7.jpg,4.17,5.71
p14_0027_1.jpg,3.33,6.67
p14_0027_10.jpg,5.00,10.00
p14_0028_7.jpg,0.00,0.00
p14_0032_2.jpg,1.82,0.00
p14_0035_3.jpg,3.33,7.41
p14_0040_11.jpg,4.00,10.53
p14_0043_1.jpg,1.16,2.08
p14_0049_9.jpg,1.61,2.94
p14_0052_10.jpg,2.50,3.57
p14_0053_9.jpg,0.00,0.00
p14_0055_6.jpg,12.86,31.11
p14_0057_11.jpg,1.39,1.75
p14_0059_7.jpg,16.92,25.45
p14_0059_9.jpg,10.00,23.64
p14_0063_2.jpg,0.00,0.00
p14_0071_11.jpg,21.00,15.31
p14_0074_8.jpg,18.57,24.62
p14_0083_9.jpg,0.00,14.29
p14_0086_3.jpg,0.00,0.00
p14_0087_8.jpg,0.00,0.00
p15_0001_6.jpg,18.57,38.20
p15_0002_1.jpg,35.56,45.35
p15_0007_2.jpg,5.00,12.50
p15_0008_10.jpg,11.00,26.09
p15_0008_8.jpg,11.00,16.36
p15_0010_8.jpg,23.33,44.44
p15_0013_2.jpg,24.44,32.00
p15_0013_6.jpg,30.00,53.85
p15_0014_10.jpg,14.00,28.00
p15_0014_11.jpg,11.11,23.81
p15_0014_5.jpg,48.00,71.43
p15_0015_6.jpg,22.50,37.97
p15_0016_10.jpg,18.00,37.14
p15_0019_6.jpg,1.82,11.11
p15_0020_2.jpg,53.33,52.94
p15_0022_6.jpg,6.67,29.41
p15_0025_3.jpg,20.27,22.22
p15_0026_5.jpg,1.61,8.00
p15_0026_8.jpg,21.00,19.09
p15_0027_6.jpg,23.64,41.03
p15_0027_9.jpg,5.00,27.27
p15_0028_1.jpg,0.00,10.00
p15_0028_2.jpg,23.64,46.88
p15_0028_7.jpg,54.17,52.63
p15_0029_10.jpg,18.57,40.00
p15_0029_5.jpg,35.00,47.54
p15_0030_11.jpg,15.71,20.59
p15_0031_10.jpg,1.30,2.94
p15_0035_7.jpg,28.00,40.38
p15_0035_9.jpg,1.79,3.03
p15_0038_11.jpg,26.25,40.26
p15_0038_3.jpg,71.95,67.05
p15_0039_3.jpg,53.33,60.42
p15_0039_6.jpg,40.00,59.02
p15_0040_8.jpg,26.67,62.16
p15_0044_5.jpg,26.25,36.73
p16_0327_2.jpg,22.86,57.89
p16_0327_5.jpg,43.08,76.60
p16_0330_1.jpg,9.00,24.32
p16_0335_1.jpg,11.00,18.75
p16_0343_2.jpg,14.00,0.00
p16_0343_6.jpg,31.00,33.00
p16_0345_6.jpg,18.00,31.03
p16_0346_1.jpg,12.86,17.46
p16_0346_10.jpg,18.00,33.78
p16_0350_10.jpg,53.33,59.62
p16_0353_4.jpg,14.00,16.39
p16_0354_2.jpg,6.94,20.00
p16_0355_6.jpg,10.00,57.14
p16_0356_10.jpg,14.00,20.00
p16_0359_3.jpg,37.00,79.17
p16_0360_2.jpg,16.92,20.00
p16_0361_7.jpg,32.00,70.97
p16_0363_2.jpg,9.00,38.71
p16_0366_10.jpg,2.50,6.67
p16_0369_3.jpg,24.00,25.00
p16_0373_11.jpg,10.00,21.88
p16_0375_3.jpg,5.00,12.00
p16_0376_11.jpg,24.00,36.11
p16_0376_7.jpg,28.00,27.70
p16_0379_2.jpg,7.33,4.88
p16_0379_6.jpg,3.00,3.12
p16_0387_1.jpg,8.00,0.00
p16_0389_3.jpg,11.00,17.65
p16_0390_6.jpg,21.00,40.74
p16_0390_7.jpg,11.00,17.78
p17_0185_6.jpg,61.29,77.50
p17_0186_5.jpg,37.33,55.38
p17_0189_6.jpg,40.00,56.60
p17_0190_7.jpg,30.00,59.68
p17_0192_6.jpg,40.00,34.38
p17_0195_2.jpg,37.33,42.37
p17_0195_5.jpg,13.75,12.22
p17_0196_10.jpg,30.00,55.00
p17_0196_11.jpg,30.00,19.70
p17_0198_5.jpg,40.00,71.70
p17_0202_8.jpg,14.00,33.33
p17_0206_5.jpg,37.33,50.00
p17_0206_7.jpg,37.00,67.50
p17_0206_9.jpg,40.00,57.89
p17_0207_2.jpg,34.29,63.64
p17_0207_6.jpg,21.00,41.30
p17_0207_7.jpg,21.00,44.74
p17_0208_9.jpg,37.00,43.28
p17_0209_6.jpg,18.00,64.29
p17_0211_10.jpg,24.00,25.86
p17_0211_2.jpg,18.00,35.90
p17_0213_9.jpg,40.00,61.76
p17_0215_6.jpg,28.00,55.88
p17_0216_3.jpg,42.67,58.54
p17_0216_5.jpg,38.00,52.00
p17_0218_1.jpg,18.00,57.14
p17_0218_6.jpg,36.67,47.06
p17_0219_7.jpg,60.20,65.85
p17_0220_10.jpg,30.00,64.29
p17_0222_7.jpg,40.00,50.00
p17_0223_10.jpg,30.00,38.24
p17_0225_9.jpg,7.00,19.05
p18_0002_11.jpg,21.82,15.43
p18_0006_7.jpg,30.00,42.86
p18_0007_10.jpg,32.00,41.67
p18_0014_5.jpg,32.00,32.00
p18_0015_8.jpg,39.00,38.66
p18_0018_9.jpg,2.00,3.70
p18_0020_1.jpg,7.33,8.45
p18_0021_5.jpg,28.00,50.00
p18_0021_6.jpg,17.00,24.63
p18_0023_2.jpg,9.00,27.12
p18_0023_7.jpg,9.00,21.21
p18_0028_5.jpg,21.00,34.57
p18_0030_7.jpg,21.00,28.12
p18_0036_11.jpg,11.67,24.24
p18_0037_3.jpg,22.50,29.35
p18_0038_10.jpg,29.50,28.66
p18_0040_10.jpg,9.00,10.53
p18_0045_10.jpg,18.00,26.92
p18_0050_2.jpg,39.33,45.04
p18_0050_3.jpg,34.17,38.00
p18_0050_5.jpg,59.00,52.33
p18_0053_7.jpg,43.00,37.50
p18_0054_1.jpg,32.00,44.14
p18_0064_6.jpg,12.86,35.00
p18_0071_1.jpg,28.00,30.34
p18_0140_1.jpg,32.00,24.35
p18_0148_6.jpg,28.24,37.70
p19_0108_4.jpg,11.83,10.00
p19_0108_6.jpg,9.00,12.50
p19_0108_7.jpg,24.00,25.71
p19_0109_2.jpg,12.00,13.53
p19_0109_5.jpg,11.00,7.83
p19_0109_7.jpg,6.38,11.43
p19_0109_9.jpg,9.00,9.42
p19_0110_2.jpg,12.00,18.31
p19_0110_6.jpg,13.00,14.16
p19_0112_7.jpg,8.67,6.86
p19_0113_10.jpg,6.43,5.31
p19_0113_11.jpg,2.19,20.00
p19_0113_3.jpg,4.67,18.18
p19_0113_9.jpg,9.00,0.00
p19_0114_3.jpg,3.08,0.00
p19_0114_5.jpg,8.33,0.00
p19_0114_8.jpg,8.33,0.00
p19_0115_7.jpg,4.50,9.09
p19_0117_1.jpg,4.29,0.00
p19_0117_7.jpg,10.74,0.00
p19_0121_1.jpg,2.00,0.00
p1_0299_1.jpg,16.00,17.30
p1_0299_10.jpg,9.00,0.00
p1_0299_5.jpg,16.00,18.95
p1_0299_9.jpg,12.00,13.94
p1_0300_2.jpg,11.00,15.62
p1_0309_10.jpg,3.00,4.41
p1_0309_3.jpg,3.00,2.47
p1_0309_9.jpg,2.50,3.75
p1_0310_7.jpg,9.00,28.57
p1_0310_8.jpg,5.00,0.00
p1_0313_1.jpg,4.29,4.43
p1_0313_3.jpg,8.00,5.06
p1_0313_5.jpg,0.80,1.82
p1_0315_7.jpg,3.60,5.10
p1_0317_1.jpg,9.00,20.29
p1_0317_10.jpg,9.00,7.34
p1_0317_6.jpg,4.38,12.00
p1_0317_7.jpg,12.00,15.94
p1_0318_1.jpg,10.00,36.36
p1_0319_1.jpg,5.56,20.69
p1_0321_7.jpg,7.50,10.00
p1_0322_7.jpg,11.67,23.53
p20_0068_11.jpg,26.67,23.46
p20_0071_10.jpg,22.00,33.67
p20_0074_8.jpg,16.00,21.48
p20_0075_12.jpg,9.00,8.39
p20_0076_8.jpg,18.00,21.01
p20_0078_9.jpg,24.00,25.34
p20_0079_12.jpg,24.00,35.11
p20_0079_5.jpg,37.00,41.94
p20_0081_5.jpg,18.82,24.79
p20_0081_6.jpg,24.00,36.54
p20_0083_6.jpg,18.00,23.73
p20_0085_2.jpg,21.00,29.91
p20_0085_8.jpg,18.00,18.97
p20_0087_9.jpg,16.00,20.57
p20_0089_10.jpg,9.00,11.11
p20_0089_7.jpg,5.00,5.08
p20_0094_12.jpg,26.43,22.17
p20_0094_8.jpg,27.12,26.32
p20_0096_9.jpg,28.00,26.61
p20_0097_12.jpg,25.45,25.61
p20_0098_6.jpg,18.00,32.76
p20_0099_12.jpg,12.00,14.89
p20_0099_5.jpg,13.00,11.04
p20_0100_8.jpg,13.00,12.58
p20_0101_12.jpg,9.00,20.19
p20_0102_11.jpg,11.00,21.28
p20_0108_11.jpg,18.00,23.66
p20_0108_12.jpg,18.00,17.57
p20_0112_12.jpg,24.00,35.35
p20_0113_10.jpg,12.00,10.56
p20_0120_11.jpg,14.10,26.09
p20_0120_5.jpg,32.00,40.62
p20_0120_6.jpg,22.00,33.07
p20_0120_8.jpg,37.00,46.53
p20_0121_12.jpg,32.00,35.66
p20_0122_10.jpg,18.00,24.79
p20_0127_7.jpg,18.00,21.83
p20_0128_6.jpg,18.00,28.16
p20_0130_3.jpg,9.00,12.50
p20_0134_4.jpg,21.00,24.53
p20_0135_6.jpg,21.00,20.67
p20_0135_8.jpg,32.00,36.42
p20_0139_1.jpg,21.00,25.95
p20_0139_10.jpg,35.56,37.01
p20_0143_4.jpg,17.00,13.79
p20_0143_8.jpg,24.00,30.28
p20_0149_11.jpg,18.00,24.58
p20_0149_4.jpg,32.00,52.17
p20_0149_5.jpg,28.00,40.62
p20_0152_11.jpg,24.00,40.15
p20_0154_8.jpg,28.00,29.08
p20_0162_7.jpg,16.00,20.29
p20_0167_6.jpg,21.00,33.98
p20_0173_10.jpg,18.00,24.26
p20_0173_4.jpg,21.00,31.40
p20_0174_7.jpg,32.00,27.35
p20_0175_10.jpg,24.00,34.55
p20_0176_11.jpg,20.00,26.58
p20_0176_7.jpg,24.00,28.71
p20_0179_7.jpg,18.57,27.84
p20_0180_2.jpg,36.00,46.49
p20_0182_2.jpg,32.00,44.75
p21_0247_5.jpg,58.21,61.19
p21_0248_9.jpg,40.00,81.82
p21_0252_11.jpg,22.50,60.53
p21_0253_4.jpg,75.00,41.51
p21_0253_5.jpg,10.00,64.29
p21_0253_6.jpg,5.00,36.36
p21_0254_10.jpg,21.43,83.33
p21_0254_6.jpg,32.00,80.00
p21_0254_9.jpg,28.00,75.86
p21_0255_10.jpg,28.00,85.71
p21_0255_2.jpg,11.67,80.00
p21_0256_6.jpg,23.33,55.56
p21_0257_10.jpg,8.00,80.00
p21_0257_2.jpg,14.00,100.00
p21_0257_3.jpg,5.50,77.78
p21_0260_5.jpg,20.00,75.00
p21_0260_6.jpg,17.46,64.29
p21_0260_9.jpg,24.32,55.00
p21_0261_6.jpg,39.29,58.06
p21_0268_6.jpg,59.00,46.81
p21_0268_9.jpg,58.18,67.31
p21_0271_2.jpg,7.50,75.00
p21_0271_6.jpg,15.00,90.00
p22_0004_6.jpg,54.29,73.68
p22_0005_10.jpg,32.00,78.72
p22_0006_5.jpg,40.00,85.00
p22_0007_6.jpg,52.50,86.11
p22_0009_7.jpg,16.00,41.30
p22_0011_2.jpg,15.00,29.76
p22_0012_5.jpg,9.00,100.00
p22_0013_11.jpg,32.00,48.39
p22_0013_2.jpg,35.56,77.14
p22_0013_6.jpg,38.00,70.93
p22_0016_2.jpg,21.00,49.02
p22_0016_6.jpg,71.08,72.73
p22_0016_7.jpg,57.33,61.80
p22_0018_2.jpg,16.00,42.86
p22_0019_3.jpg,45.83,75.00
p22_0019_7.jpg,24.44,51.61
p22_0020_5.jpg,13.33,66.67
p22_0022_11.jpg,42.50,70.27
p22_0022_7.jpg,38.18,72.09
p22_0024_8.jpg,10.00,8.57
p22_0025_3.jpg,8.67,13.79
p22_0026_8.jpg,10.00,60.00
p22_0027_10.jpg,13.33,50.00
p22_0027_6.jpg,60.56,67.69
p22_0030_6.jpg,59.00,75.93
p23_0274_2.jpg,15.00,16.67
p23_0275_10.jpg,5.63,12.50
p23_0276_11.jpg,17.46,29.03
p23_0278_5.jpg,9.00,0.00
p23_0278_7.jpg,6.00,0.00
p23_0278_8.jpg,12.00,42.11
p23_0278_9.jpg,5.45,0.00
p23_0280_11.jpg,20.00,33.33
p23_0284_9.jpg,14.00,0.00
p23_0286_7.jpg,8.75,2.56
p23_0287_10.jpg,3.75,5.00
p23_0288_1.jpg,13.75,14.55
p23_0288_11.jpg,9.68,11.11
p23_0288_2.jpg,8.57,7.41
p23_0288_9.jpg,10.00,16.67
p2_0183_8.jpg,9.33,14.29
p2_0184_6.jpg,32.00,30.17
p2_0191_1.jpg,18.00,19.88
p2_0198_2.jpg,15.00,18.56
p2_0200_3.jpg,20.00,36.96
p2_0204_8.jpg,23.64,27.94
p2_0206_2.jpg,15.00,18.29
p2_0206_7.jpg,6.67,8.97
p2_0208_11.jpg,35.00,51.35
p2_0214_8.jpg,7.00,10.00
p2_0219_3.jpg,10.00,9.22
p2_0219_4.jpg,13.00,7.24
p2_0221_1.jpg,6.00,2.56
p2_0225_6.jpg,7.50,15.09
p2_0227_11.jpg,4.00,11.43
p2_0229_7.jpg,20.00,19.72
p2_0230_4.jpg,9.00,24.44
p2_0232_3.jpg,21.00,22.30
p2_0235_5.jpg,32.00,34.58
p2_0236_6.jpg,8.00,8.80
p2_0237_3.jpg,40.00,44.83
p2_0237_4.jpg,45.00,80.00
p2_0239_5.jpg,26.25,45.10
p2_0243_3.jpg,7.00,13.13
p2_0248_3.jpg,47.50,57.14
p2_0255_8.jpg,32.00,37.07
p2_0259_2.jpg,5.00,25.00
p2_0268_2.jpg,10.00,41.18
p2_0269_3.jpg,16.92,39.39
p2_0286_10.jpg,14.00,17.14
p2_0290_1.jpg,7.50,16.67
p2_0294_6.jpg,16.00,13.43
p2_0295_8.jpg,6.00,27.27
p2_0301_3.jpg,7.50,7.41
p2_0306_10.jpg,0.00,3.03
p2_0307_6.jpg,2.00,0.00
p3_0217_5.jpg,3.00,5.71
p3_0220_6.jpg,9.00,30.30
p3_0220_9.jpg,5.00,6.06
p3_0224_1.jpg,12.86,17.65
p3_0227_2.jpg,9.00,12.33
p3_0235_5.jpg,7.14,37.50
p3_0241_10.jpg,3.00,9.88
p3_0242_10.jpg,0.00,7.14
p3_0242_6.jpg,3.00,0.69
p3_0242_9.jpg,2.00,3.03
p3_0243_10.jpg,3.33,8.00
p3_0243_9.jpg,4.00,6.52
p3_0245_3.jpg,10.00,8.33
p3_0247_8.jpg,6.00,7.62
p3_0253_6.jpg,11.67,20.00
p3_0258_3.jpg,16.92,35.29
p3_0259_9.jpg,0.00,0.00
p3_0261_6.jpg,4.38,4.71
p3_0262_5.jpg,20.00,20.00
p3_0264_1.jpg,6.00,0.00
p3_0264_3.jpg,6.00,0.00
p3_0264_6.jpg,6.67,0.00
p3_0264_7.jpg,10.00,15.91
p3_0268_10.jpg,16.25,20.25
p3_0270_7.jpg,8.00,12.50
p3_0273_3.jpg,0.00,0.00
p3_0274_2.jpg,15.00,13.79
p3_0277_7.jpg,9.00,8.46
p3_0280_2.jpg,11.67,22.22
p3_0283_3.jpg,32.00,30.23
p4_0046_5.jpg,22.00,22.58
p4_0050_11.jpg,0.00,0.00
p4_0052_11.jpg,28.21,46.43
p4_0055_11.jpg,30.00,50.00
p4_0061_2.jpg,5.00,16.67
p4_0065_3.jpg,11.67,20.69
p4_0066_7.jpg,14.00,35.42
p4_0069_3.jpg,29.33,36.96
p4_0071_7.jpg,30.00,37.04
p4_0074_6.jpg,24.00,42.11
p4_0076_1.jpg,22.00,34.38
p4_0080_10.jpg,18.46,34.62
p4_0081_5.jpg,22.00,22.03
p4_0081_6.jpg,8.33,16.07
p4_0083_10.jpg,26.00,40.91
p4_0086_8.jpg,23.81,52.17
p4_0089_10.jpg,5.56,8.20
p4_0097_11.jpg,20.00,40.00
p4_0135_1.jpg,28.21,32.69
p4_0139_6.jpg,20.00,35.85
p4_0143_10.jpg,22.50,43.86
p4_0144_6.jpg,22.67,47.06
p4_0147_9.jpg,30.00,44.59
p4_0159_8.jpg,10.00,11.32
p4_0161_3.jpg,11.67,13.46
p4_0161_6.jpg,10.00,12.50
p4_0169_5.jpg,22.00,20.41
p4_0176_2.jpg,8.00,12.20
p4_0176_9.jpg,21.67,40.91
p4_0179_9.jpg,18.00,32.00
p4_0181_3.jpg,22.00,31.25
p4_0187_1.jpg,16.00,39.13
p4_0193_9.jpg,26.00,29.82
p4_0197_11.jpg,26.67,25.42
p4_0208_6.jpg,17.50,27.69
p4_0213_2.jpg,22.00,47.73
p5_0095_3.jpg,26.43,15.14
p5_0096_5.jpg,29.50,23.11
p5_0117_10.jpg,21.82,19.88
p5_0120_2.jpg,21.00,27.19
p5_0123_1.jpg,24.00,34.04
p5_0123_11.jpg,0.00,3.70
p5_0124_5.jpg,21.00,24.18
p5_0140_3.jpg,13.00,12.93
p5_0143_11.jpg,32.00,19.81
p5_0169_5.jpg,9.33,13.48
p5_0180_2.jpg,24.00,28.64
p5_0187_7.jpg,27.33,19.53
p5_0188_1.jpg,17.50,13.22
p5_0189_5.jpg,2.00,7.29
p5_0190_5.jpg,59.00,48.73
p5_0204_11.jpg,1.33,0.00
p5_0221_9.jpg,4.50,3.72
p5_0222_9.jpg,9.00,16.67
p5_0239_8.jpg,39.33,44.62
p5_0245_10.jpg,34.17,25.78
p5_0246_7.jpg,39.33,36.02
p5_0260_11.jpg,70.00,72.73
p5_0274_11.jpg,65.45,58.86
p5_0280_11.jpg,70.00,65.36
p5_0282_4.jpg,9.00,4.97
p5_0296_8.jpg,58.44,48.05
p5_0298_5.jpg,59.00,42.07
p6_0009_7.jpg,79.82,76.61
p6_0011_10.jpg,82.50,78.80
p6_0011_11.jpg,70.00,75.80
p6_0011_5.jpg,60.20,72.41
p6_0013_5.jpg,70.00,94.12
p6_0015_10.jpg,68.89,89.16
p6_0015_3.jpg,57.78,97.10
p6_0015_5.jpg,32.00,95.74
p6_0016_5.jpg,70.00,68.71
p6_0018_11.jpg,22.86,48.32
p6_0018_5.jpg,90.10,84.27
p6_0020_2.jpg,21.33,78.69
p6_0020_3.jpg,65.00,85.14
p6_0023_10.jpg,83.49,82.17
p6_0023_7.jpg,90.10,85.27
p6_0028_9.jpg,24.48,59.46
p6_0029_3.jpg,79.13,84.43
p6_0029_6.jpg,19.05,25.00
p6_0030_11.jpg,65.00,83.33
p6_0030_3.jpg,90.10,89.92
p6_0030_6.jpg,90.10,90.43
p6_0030_7.jpg,86.15,84.67
p6_0031_9.jpg,72.57,96.70
p6_0032_1.jpg,4.00,0.00
p6_0304_9.jpg,73.75,59.03
p6_0311_5.jpg,60.67,50.52
p7_0046_11.jpg,70.00,70.83
p7_0047_5.jpg,40.00,82.69
p7_0047_6.jpg,64.00,92.65
p7_0048_2.jpg,36.92,0.00
p7_0048_3.jpg,60.00,77.08
p7_0048_7.jpg,60.00,100.00
p7_0050_10.jpg,40.00,77.55
p7_0050_12.jpg,64.00,86.67
p7_0050_2.jpg,25.71,85.71
p7_0050_6.jpg,26.25,100.00
p7_0050_7.jpg,25.71,94.92
p7_0050_8.jpg,70.00,96.97
p7_0051_3.jpg,64.00,100.00
p7_0052_3.jpg,61.29,70.83
p7_0052_6.jpg,26.25,65.85
p7_0052_8.jpg,60.00,91.67
p7_0053_3.jpg,22.86,70.37
p7_0054_6.jpg,71.11,80.95
p7_0055_11.jpg,60.00,85.00
p7_0055_6.jpg,41.00,79.07
p7_0056_10.jpg,74.55,86.67
p7_0057_11.jpg,63.33,79.59
p7_0058_8.jpg,58.18,90.91
p7_0061_12.jpg,20.00,60.00
p7_0061_8.jpg,40.00,67.74
p7_0062_10.jpg,26.67,55.56
p7_0063_10.jpg,24.00,85.71
p7_0065_11.jpg,23.33,58.06
p7_0065_12.jpg,30.00,57.14
p7_0067_6.jpg,46.67,86.84
p7_37_10.jpg,25.71,47.62
p7_40_12.jpg,28.33,60.61
p8_0040_1.jpg,46.67,66.67
p8_0040_11.jpg,28.89,45.95
p8_0040_5.jpg,48.00,58.62
p8_0040_6.jpg,28.21,39.02
p8_0040_7.jpg,28.33,38.00
p8_0043_7.jpg,18.00,36.36
p8_0045_10.jpg,34.29,63.04
p8_0045_2.jpg,28.00,44.12
p8_0049_9.jpg,0.00,0.00
p8_0050_1.jpg,6.67,0.00
p8_0050_2.jpg,6.00,15.00
p8_0050_3.jpg,11.11,0.00
p8_0050_5.jpg,0.00,0.00
p8_0051_1.jpg,0.00,0.00
p8_0054_11.jpg,26.25,39.24
p8_0054_7.jpg,22.50,26.32
p8_0055_2.jpg,26.32,58.06
p9_0202_11.jpg,10.00,10.26
p9_0203_5.jpg,3.33,0.00
p9_0203_6.jpg,10.00,24.14
p9_0203_7.jpg,10.00,18.75
p9_0205_5.jpg,8.33,8.57
p9_0205_6.jpg,8.33,19.15
p9_0210_1.jpg,14.00,44.12
p9_0211_7.jpg,20.00,30.00
p9_0213_3.jpg,15.00,29.58
p9_0213_5.jpg,4.00,10.34
p9_0214_10.jpg,6.00,16.67
p9_0215_6.jpg,6.00,46.67
p9_0216_10.jpg,5.00,24.32
p9_0217_11.jpg,8.00,16.67
p9_0219_9.jpg,10.00,28.12
p9_0221_3.jpg,7.50,62.50
p9_0221_9.jpg,13.33,28.57
p9_0222_1.jpg,17.50,38.10
p9_0222_10.jpg,8.00,17.86
p9_0222_5.jpg,12.50,45.45
p9_0222_6.jpg,10.59,26.25
p9_0227_11.jpg,7.50,8.70
p9_0228_3.jpg,7.50,50.00
p9_0229_3.jpg,2.70,0.00
p9_0229_7.jpg,10.00,46.15
p9_0230_10.jpg,5.00,7.14
p9_0230_7.jpg,10.00,13.73
p9_0231_3.jpg,2.22,2.50
p9_0233_11.jpg,6.00,7.69
p9_0235_9.jpg,2.50,17.24
p9_0238_5.jpg,10.00,16.67
p9_0243_1.jpg,7.50,17.39
p9_0245_6.jpg,15.38,20.51
p10_0035_9.jpg,0.00,33.33
p12_0130_10.jpg,0.00,0.00
p14_0060_11.jpg,0.00,0.00
p14_0062_10.jpg,2.86,1.47
p14_0064_9.jpg,0.00,0.00
p14_0065_5.jpg,0.00,20.34
p19_0115_5.jpg,0.00,0.00
p21_0259_5.jpg,100.00,100.00
p22_0009_10.jpg,18.00,45.71
p22_0028_9.jpg,0.00,0.00
p3_0242_1.jpg,0.00,0.00
p3_0260_1.jpg,0.00,0.00
