image,predicted,true
p13_0136_3.jpg,40.00,30.00
p13_0139_11.jpg,46.21,17.82
p14_0001_1.jpg,3.74,2.48
p14_0002_11.jpg,22.50,12.50
p14_0003_9.jpg,22.50,31.25
p14_0006_11.jpg,6.25,14.29
p14_0010_6.jpg,36.36,38.89
p14_0011_5.jpg,10.45,40.00
p14_0016_11.jpg,32.50,0.00
p14_0016_6.jpg,28.00,17.95
p14_0017_9.jpg,16.98,9.26
p14_0022_6.jpg,30.71,11.36
p14_0023_7.jpg,14.29,5.71
p14_0027_1.jpg,30.00,6.67
p14_0027_10.jpg,3.23,10.00
p14_0035_3.jpg,18.00,7.41
p14_0040_11.jpg,20.00,10.53
p14_0043_1.jpg,43.33,2.08
p14_0049_9.jpg,28.00,2.94
p14_0052_10.jpg,3.23,3.57
p14_0055_6.jpg,34.55,31.11
p14_0057_11.jpg,19.31,1.75
p14_0059_7.jpg,33.33,25.45
p14_0059_9.jpg,33.33,23.64
p14_0060_11.jpg,28.00,0.00
p14_0071_11.jpg,52.00,15.31
p14_0074_8.jpg,38.00,24.62
p14_0083_9.jpg,37.50,14.29
p15_0001_6.jpg,37.60,38.20
p15_0002_1.jpg,52.00,45.35
p15_0007_2.jpg,18.00,12.50
p15_0008_10.jpg,14.29,26.09
p15_0008_8.jpg,28.00,16.36
p15_0010_8.jpg,31.11,44.44
p15_0013_2.jpg,36.36,32.00
p15_0013_6.jpg,44.44,53.85
p15_0014_10.jpg,23.08,28.00
p15_0014_11.jpg,22.50,23.81
p15_0014_5.jpg,56.00,71.43
p15_0015_6.jpg,30.71,37.97
p15_0016_10.jpg,40.00,37.14
p15_0019_6.jpg,1.41,11.11
p15_0020_2.jpg,55.83,52.94
p15_0022_6.jpg,20.00,29.41
p15_0025_3.jpg,40.00,22.22
p15_0026_5.jpg,3.70,8.00
p15_0026_8.jpg,26.00,19.09
p15_0027_6.jpg,39.00,41.03
p15_0028_2.jpg,48.15,46.88
p15_0028_7.jpg,59.46,52.63
p15_0029_10.jpg,31.11,40.00
p15_0029_5.jpg,51.54,47.54
p15_0030_11.jpg,30.71,20.59
p15_0031_10.jpg,20.29,2.94
p15_0035_7.jpg,40.21,40.38
p15_0035_9.jpg,20.00,3.03
p15_0038_11.jpg,52.00,40.26
p15_0038_3.jpg,65.00,67.05
p15_0039_3.jpg,55.83,60.42
p15_0039_6.jpg,51.54,59.02
p15_0040_8.jpg,38.36,62.16
p15_0044_5.jpg,52.00,36.73
p16_0327_2.jpg,28.00,57.89
p16_0327_5.jpg,62.67,76.60
p16_0330_1.jpg,20.29,24.32
p16_0335_1.jpg,32.08,18.75
p16_0343_2.jpg,30.71,0.00
p16_0343_6.jpg,30.95,33.00
p16_0346_1.jpg,24.44,17.46
p16_0346_10.jpg,33.33,33.78
p16_0350_10.jpg,52.00,59.62
p16_0353_4.jpg,28.00,16.39
p16_0354_2.jpg,28.00,20.00
p16_0355_6.jpg,24.44,57.14
p16_0356_10.jpg,22.50,20.00
p16_0359_3.jpg,33.33,79.17
p16_0360_2.jpg,31.11,20.00
p16_0361_7.jpg,30.95,70.97
p16_0363_2.jpg,28.00,38.71
p16_0369_3.jpg,30.95,25.00
p16_0375_3.jpg,34.55,12.00
p16_0376_11.jpg,32.50,36.11
p16_0376_7.jpg,40.00,27.70
p16_0379_2.jpg,24.84,4.88
p16_0379_6.jpg,14.89,3.12
p16_0387_1.jpg,20.00,0.00
p16_0389_3.jpg,30.95,17.65
p16_0390_6.jpg,33.33,40.74
p16_0390_7.jpg,28.00,17.78
p17_0185_6.jpg,55.83,77.50
p17_0186_5.jpg,43.33,55.38
p17_0189_6.jpg,78.00,56.60
p17_0190_7.jpg,65.00,59.68
p17_0192_6.jpg,78.67,34.38
p17_0195_2.jpg,52.00,42.37
p17_0195_5.jpg,28.00,12.22
p17_0196_10.jpg,37.14,55.00
p17_0196_11.jpg,33.33,19.70
p17_0198_5.jpg,55.71,71.70
p17_0202_8.jpg,32.43,33.33
p17_0206_5.jpg,78.00,50.00
p17_0206_7.jpg,52.00,67.50
p17_0206_9.jpg,40.21,57.89
p17_0207_2.jpg,51.00,63.64
p17_0207_6.jpg,41.05,41.30
p17_0207_7.jpg,32.50,44.74
p17_0208_9.jpg,78.67,43.28
p17_0209_6.jpg,32.50,64.29
p17_0211_10.jpg,52.00,25.86
p17_0213_9.jpg,65.00,61.76
p17_0215_6.jpg,30.71,55.88
p17_0216_3.jpg,52.00,58.54
p17_0216_5.jpg,54.38,52.00
p17_0218_1.jpg,38.29,57.14
p17_0218_6.jpg,52.00,47.06
p17_0219_7.jpg,76.99,65.85
p17_0220_10.jpg,51.00,64.29
p17_0222_7.jpg,78.00,50.00
p17_0223_10.jpg,52.00,38.24
p17_0225_9.jpg,42.22,19.05
p18_0002_11.jpg,43.33,15.43
p18_0006_7.jpg,33.77,42.86
p18_0007_10.jpg,43.33,41.67
p18_0014_5.jpg,52.00,32.00
p18_0015_8.jpg,52.00,38.66
p18_0018_9.jpg,14.29,3.70
p18_0020_1.jpg,16.67,8.45
p18_0021_5.jpg,37.14,50.00
p18_0021_6.jpg,37.14,24.63
p18_0023_2.jpg,30.71,27.12
p18_0023_7.jpg,28.00,21.21
p18_0028_5.jpg,43.33,34.57
p18_0030_7.jpg,36.96,28.12
p18_0037_3.jpg,46.21,29.35
p18_0038_10.jpg,59.00,28.66
p18_0040_10.jpg,40.00,10.53
p18_0045_10.jpg,51.00,26.92
p18_0050_2.jpg,59.00,45.04
p18_0050_3.jpg,52.00,38.00
p18_0050_5.jpg,52.00,52.33
p18_0053_7.jpg,55.83,37.50
p18_0054_1.jpg,52.00,44.14
p18_0064_6.jpg,28.00,35.00
p18_0071_1.jpg,52.00,30.34
p18_0140_1.jpg,51.54,24.35
p18_0148_6.jpg,33.33,37.70
p19_0108_4.jpg,52.00,10.00
p19_0108_6.jpg,33.33,12.50
p19_0108_7.jpg,52.00,25.71
p19_0109_2.jpg,32.50,13.53
p19_0109_5.jpg,28.00,7.83
p19_0109_7.jpg,30.00,11.43
p19_0109_9.jpg,26.00,9.42
p19_0110_2.jpg,32.50,18.31
p19_0110_6.jpg,32.08,14.16
p19_0112_7.jpg,26.00,6.86
p19_0113_10.jpg,19.18,5.31
p19_0113_11.jpg,14.29,20.00
p19_0113_3.jpg,20.74,18.18
p19_0113_9.jpg,30.71,0.00
p19_0114_3.jpg,20.29,0.00
p19_0114_5.jpg,29.47,0.00
p19_0114_8.jpg,24.44,0.00
p19_0115_7.jpg,13.24,9.09
p19_0117_7.jpg,32.08,0.00
p1_0299_1.jpg,37.22,17.30
p1_0299_10.jpg,14.89,0.00
p1_0299_5.jpg,30.00,18.95
p1_0299_9.jpg,39.00,13.94
p1_0300_2.jpg,30.95,15.62
p1_0309_10.jpg,14.29,4.41
p1_0309_9.jpg,20.74,3.75
p1_0310_7.jpg,20.74,28.57
p1_0313_1.jpg,13.33,4.43
p1_0313_3.jpg,18.67,5.06
p1_0315_7.jpg,20.74,5.10
p1_0317_1.jpg,30.71,20.29
p1_0317_10.jpg,20.74,7.34
p1_0317_6.jpg,19.18,12.00
p1_0317_7.jpg,26.00,15.94
p1_0319_1.jpg,30.95,20.69
p1_0321_7.jpg,30.00,10.00
p1_0322_7.jpg,47.00,23.53
p20_0068_11.jpg,37.50,23.46
p20_0071_10.jpg,51.32,33.67
p20_0074_8.jpg,30.71,21.48
p20_0075_12.jpg,20.74,8.39
p20_0076_8.jpg,30.71,21.01
p20_0078_9.jpg,46.15,25.34
p20_0079_12.jpg,38.29,35.11
p20_0079_5.jpg,51.54,41.94
p20_0081_5.jpg,30.71,24.79
p20_0081_6.jpg,37.14,36.54
p20_0083_6.jpg,32.00,23.73
p20_0085_2.jpg,37.14,29.91
p20_0085_8.jpg,26.00,18.97
p20_0087_9.jpg,30.00,20.57
p20_0089_10.jpg,18.67,11.11
p20_0089_7.jpg,12.00,5.08
p20_0094_12.jpg,41.49,22.17
p20_0094_8.jpg,30.71,26.32
p20_0096_9.jpg,52.00,26.61
p20_0097_12.jpg,50.00,25.61
p20_0098_6.jpg,38.29,32.76
p20_0099_12.jpg,28.00,14.89
p20_0099_5.jpg,28.00,11.04
p20_0100_8.jpg,28.00,12.58
p20_0101_12.jpg,20.74,20.19
p20_0102_11.jpg,39.80,21.28
p20_0108_11.jpg,46.21,23.66
p20_0108_12.jpg,37.14,17.57
p20_0112_12.jpg,46.21,35.35
p20_0113_10.jpg,28.00,10.56
p20_0120_11.jpg,27.86,26.09
p20_0120_5.jpg,52.00,40.62
p20_0120_6.jpg,46.21,33.07
p20_0120_8.jpg,50.00,46.53
p20_0121_12.jpg,38.29,35.66
p20_0122_10.jpg,30.71,24.79
p20_0127_7.jpg,52.00,21.83
p20_0128_6.jpg,30.71,28.16
p20_0130_3.jpg,9.84,12.50
p20_0134_4.jpg,32.50,24.53
p20_0135_6.jpg,52.00,20.67
p20_0135_8.jpg,50.65,36.42
p20_0139_1.jpg,40.00,25.95
p20_0139_10.jpg,46.21,37.01
p20_0143_4.jpg,28.00,13.79
p20_0143_8.jpg,46.21,30.28
p20_0149_11.jpg,30.71,24.58
p20_0149_4.jpg,52.00,52.17
p20_0149_5.jpg,52.00,40.62
p20_0152_11.jpg,52.00,40.15
p20_0154_8.jpg,51.54,29.08
p20_0162_7.jpg,30.71,20.29
p20_0167_6.jpg,52.00,33.98
p20_0173_10.jpg,46.21,24.26
p20_0173_4.jpg,37.14,31.40
p20_0175_10.jpg,52.00,34.55
p20_0176_11.jpg,33.33,26.58
p20_0176_7.jpg,52.00,28.71
p20_0179_7.jpg,40.00,27.84
p20_0180_2.jpg,55.71,46.49
p20_0182_2.jpg,46.21,44.75
p21_0247_5.jpg,55.83,61.19
p21_0248_9.jpg,32.00,81.82
p21_0252_11.jpg,39.00,60.53
p21_0253_4.jpg,50.00,41.51
p21_0253_5.jpg,22.50,64.29
p21_0253_6.jpg,16.67,36.36
p21_0254_10.jpg,33.33,83.33
p21_0254_6.jpg,39.00,80.00
p21_0254_9.jpg,53.33,75.86
p21_0255_10.jpg,56.00,85.71
p21_0255_2.jpg,28.00,80.00
p21_0256_6.jpg,39.13,55.56
p21_0257_10.jpg,24.44,80.00
p21_0257_2.jpg,24.35,100.00
p21_0260_5.jpg,22.50,75.00
p21_0260_6.jpg,20.00,64.29
p21_0260_9.jpg,32.84,55.00
p21_0261_6.jpg,49.12,58.06
p21_0268_6.jpg,54.38,46.81
p21_0268_9.jpg,52.00,67.31
p21_0271_2.jpg,30.00,75.00
p22_0004_6.jpg,51.54,73.68
p22_0006_5.jpg,59.09,85.00
p22_0007_6.jpg,51.00,86.11
p22_0009_7.jpg,26.00,41.30
p22_0011_2.jpg,26.00,29.76
p22_0012_5.jpg,19.18,100.00
p22_0013_11.jpg,40.00,48.39
p22_0013_2.jpg,52.00,77.14
p22_0013_6.jpg,52.00,70.93
p22_0016_2.jpg,39.00,49.02
p22_0016_6.jpg,52.00,72.73
p22_0016_7.jpg,52.00,61.80
p22_0018_2.jpg,38.29,42.86
p22_0019_3.jpg,66.67,75.00
p22_0019_7.jpg,40.21,51.61
p22_0022_11.jpg,51.32,70.27
p22_0022_7.jpg,58.21,72.09
p22_0024_8.jpg,52.00,8.57
p22_0025_3.jpg,26.00,13.79
p22_0026_8.jpg,31.11,60.00
p22_0027_10.jpg,30.00,50.00
p22_0027_6.jpg,74.29,67.69
p22_0030_6.jpg,55.83,75.93
p23_0274_2.jpg,40.00,16.67
p23_0275_10.jpg,28.00,12.50
p23_0276_11.jpg,53.33,29.03
p23_0278_5.jpg,26.89,0.00
p23_0278_7.jpg,18.00,0.00
p23_0278_8.jpg,22.50,42.11
p23_0278_9.jpg,24.44,0.00
p23_0280_11.jpg,31.11,33.33
p23_0284_9.jpg,24.44,0.00
p23_0286_7.jpg,28.00,2.56
p23_0287_10.jpg,25.00,5.00
p23_0288_1.jpg,51.00,14.55
p23_0288_11.jpg,64.29,11.11
p23_0288_2.jpg,38.00,7.41
p23_0288_9.jpg,56.00,16.67
p2_0183_8.jpg,29.47,14.29
p2_0184_6.jpg,39.53,30.17
p2_0191_1.jpg,24.84,19.88
p2_0198_2.jpg,26.00,18.56
p2_0200_3.jpg,31.11,36.96
p2_0204_8.jpg,49.12,27.94
p2_0206_2.jpg,41.05,18.29
p2_0206_7.jpg,18.67,8.97
p2_0208_11.jpg,37.14,51.35
p2_0214_8.jpg,20.29,10.00
p2_0219_3.jpg,18.67,9.22
p2_0219_4.jpg,18.67,7.24
p2_0230_4.jpg,19.31,24.44
p2_0232_3.jpg,32.08,22.30
p2_0235_5.jpg,30.95,34.58
p2_0236_6.jpg,20.74,8.80
p2_0237_3.jpg,39.00,44.83
p2_0237_4.jpg,43.33,80.00
p2_0239_5.jpg,28.00,45.10
p2_0243_3.jpg,21.33,13.13
p2_0248_3.jpg,62.40,57.14
p2_0255_8.jpg,43.33,37.07
p2_0259_2.jpg,29.47,25.00
p2_0268_2.jpg,24.44,41.18
p2_0269_3.jpg,29.47,39.39
p2_0286_10.jpg,22.50,17.14
p2_0290_1.jpg,4.76,16.67
p2_0294_6.jpg,28.00,13.43
p2_0301_3.jpg,22.50,7.41
p2_0307_6.jpg,15.00,0.00
p3_0217_5.jpg,36.96,5.71
p3_0220_6.jpg,28.00,30.30
p3_0224_1.jpg,24.35,17.65
p3_0235_5.jpg,28.00,37.50
p3_0241_10.jpg,5.88,9.88
p3_0242_6.jpg,10.00,0.69
p3_0242_9.jpg,4.76,3.03
p3_0245_3.jpg,16.67,8.33
p3_0247_8.jpg,16.67,7.62
p3_0253_6.jpg,56.00,20.00
p3_0261_6.jpg,10.00,4.71
p3_0262_5.jpg,31.11,20.00
p3_0264_7.jpg,22.50,15.91
p3_0268_10.jpg,32.00,20.25
p3_0274_2.jpg,20.00,13.79
p3_0277_7.jpg,20.74,8.46
p3_0283_3.jpg,31.11,30.23
p4_0046_5.jpg,28.00,22.58
p4_0050_11.jpg,51.32,0.00
p4_0052_11.jpg,31.11,46.43
p4_0055_11.jpg,41.56,50.00
p4_0061_2.jpg,20.29,16.67
p4_0065_3.jpg,31.11,20.69
p4_0066_7.jpg,39.00,35.42
p4_0069_3.jpg,39.00,36.96
p4_0071_7.jpg,40.00,37.04
p4_0074_6.jpg,24.44,42.11
p4_0076_1.jpg,31.11,34.38
p4_0080_10.jpg,41.46,34.62
p4_0081_5.jpg,31.11,22.03
p4_0081_6.jpg,20.74,16.07
p4_0083_10.jpg,31.11,40.91
p4_0086_8.jpg,29.47,52.17
p4_0089_10.jpg,22.00,8.20
p4_0097_11.jpg,29.47,40.00
p4_0135_1.jpg,32.00,32.69
p4_0139_6.jpg,33.33,35.85
p4_0143_10.jpg,42.86,43.86
p4_0144_6.jpg,39.53,47.06
p4_0147_9.jpg,47.27,44.59
p4_0159_8.jpg,22.00,11.32
p4_0161_3.jpg,22.00,13.46
p4_0161_6.jpg,28.00,12.50
p4_0169_5.jpg,24.44,20.41
p4_0176_2.jpg,28.00,12.20
p4_0176_9.jpg,33.33,40.91
p4_0179_9.jpg,33.33,32.00
p4_0181_3.jpg,28.00,31.25
p4_0187_1.jpg,31.11,39.13
p4_0193_9.jpg,39.00,29.82
p4_0197_11.jpg,33.33,25.42
p4_0208_6.jpg,24.44,27.69
p4_0213_2.jpg,33.33,47.73
p5_0095_3.jpg,43.33,15.14
p5_0096_5.jpg,52.00,23.11
p5_0117_10.jpg,52.00,19.88
p5_0120_2.jpg,52.00,27.19
p5_0123_1.jpg,55.71,34.04
p5_0123_11.jpg,51.00,3.70
p5_0124_5.jpg,46.21,24.18
p5_0140_3.jpg,28.00,12.93
p5_0169_5.jpg,25.00,13.48
p5_0180_2.jpg,52.00,28.64
p5_0187_7.jpg,46.21,19.53
p5_0188_1.jpg,51.32,13.22
p5_0189_5.jpg,10.00,7.29
p5_0190_5.jpg,59.00,48.73
p5_0221_9.jpg,10.00,3.72
p5_0222_9.jpg,37.14,16.67
p5_0239_8.jpg,52.00,44.62
p5_0245_10.jpg,46.21,25.78
p5_0246_7.jpg,51.32,36.02
p5_0260_11.jpg,80.82,72.73
p5_0274_11.jpg,59.00,58.86
p5_0280_11.jpg,76.99,65.36
p5_0282_4.jpg,18.00,4.97
p5_0296_8.jpg,51.54,48.05
p5_0298_5.jpg,52.00,42.07
p6_0011_10.jpg,80.82,78.80
p6_0011_11.jpg,83.50,75.80
p6_0011_5.jpg,52.00,72.41
p6_0013_5.jpg,71.52,94.12
p6_0015_10.jpg,64.44,89.16
p6_0015_5.jpg,46.21,95.74
p6_0018_11.jpg,52.00,48.32
p6_0018_5.jpg,75.00,84.27
p6_0020_2.jpg,36.22,78.69
p6_0020_3.jpg,75.91,85.14
p6_0023_10.jpg,75.00,82.17
p6_0023_7.jpg,81.38,85.27
p6_0028_9.jpg,52.00,59.46
p6_0029_3.jpg,71.52,84.43
p6_0029_6.jpg,30.71,25.00
p6_0030_11.jpg,71.52,83.33
p6_0030_6.jpg,88.89,90.43
p6_0031_9.jpg,80.82,96.70
p6_0032_1.jpg,20.29,0.00
p6_0304_9.jpg,60.00,59.03
p6_0311_5.jpg,59.00,50.52
p7_0046_11.jpg,60.00,70.83
p7_0047_5.jpg,37.60,82.69
p7_0047_6.jpg,85.51,92.65
p7_0048_2.jpg,33.33,0.00
p7_0048_3.jpg,32.50,77.08
p7_0048_7.jpg,60.00,100.00
p7_0050_10.jpg,66.10,77.55
p7_0050_12.jpg,68.42,86.67
p7_0050_2.jpg,39.00,85.71
p7_0050_6.jpg,40.21,100.00
p7_0050_7.jpg,51.00,94.92
p7_0050_8.jpg,100.00,96.97
p7_0051_3.jpg,71.83,100.00
p7_0052_3.jpg,65.00,70.83
p7_0052_6.jpg,31.11,65.85
p7_0052_8.jpg,60.00,91.67
p7_0053_3.jpg,65.12,70.37
p7_0054_6.jpg,65.38,80.95
p7_0055_6.jpg,78.00,79.07
p7_0056_10.jpg,51.00,86.67
p7_0061_12.jpg,31.11,60.00
p7_0061_8.jpg,35.45,67.74
p7_0062_10.jpg,38.36,55.56
p7_0063_10.jpg,31.11,85.71
p7_0065_11.jpg,33.33,58.06
p7_0065_12.jpg,38.36,57.14
p7_0067_6.jpg,51.00,86.84
p7_37_10.jpg,39.00,47.62
p7_40_12.jpg,59.09,60.61
p8_0040_1.jpg,55.71,66.67
p8_0040_11.jpg,42.86,45.95
p8_0040_5.jpg,51.54,58.62
p8_0040_6.jpg,31.11,39.02
p8_0040_7.jpg,40.00,38.00
p8_0045_10.jpg,51.00,63.04
p8_0045_2.jpg,52.00,44.12
p8_0050_2.jpg,31.11,15.00
p8_0050_3.jpg,30.00,0.00
p8_0054_11.jpg,46.21,39.24
p8_0054_7.jpg,40.00,26.32
p8_0055_2.jpg,31.11,58.06
p9_0202_11.jpg,14.29,10.26
p9_0203_5.jpg,38.00,0.00
p9_0203_6.jpg,28.00,24.14
p9_0203_7.jpg,22.50,18.75
p9_0205_5.jpg,18.75,8.57
p9_0205_6.jpg,29.47,19.15
p9_0210_1.jpg,31.11,44.12
p9_0211_7.jpg,26.87,30.00
p9_0213_3.jpg,28.00,29.58
p9_0214_10.jpg,22.00,16.67
p9_0215_6.jpg,13.33,46.67
p9_0216_10.jpg,22.00,24.32
p9_0217_11.jpg,39.13,16.67
p9_0219_9.jpg,38.36,28.12
p9_0221_3.jpg,20.00,62.50
p9_0221_9.jpg,22.50,28.57
p9_0222_1.jpg,31.11,38.10
p9_0222_10.jpg,20.00,17.86
p9_0222_5.jpg,30.00,45.45
p9_0222_6.jpg,33.33,26.25
p9_0227_11.jpg,22.50,8.70
p9_0228_3.jpg,28.00,50.00
p9_0229_3.jpg,20.00,0.00
p9_0229_7.jpg,24.00,46.15
p9_0230_7.jpg,22.50,13.73
p9_0231_3.jpg,24.35,2.50
p9_0233_11.jpg,28.00,7.69
p9_0235_9.jpg,29.47,17.24
p9_0238_5.jpg,24.44,16.67
p9_0245_6.jpg,38.36,20.51
p10_0035_9.jpg,100.00,33.33
p10_0050_6.jpg,100.00,50.00
p10_0094_1.jpg,60.00,80.00
p11_0059_1.jpg,56.25,55.81
p11_0116_11.jpg,35.00,63.41
p11_0121_3.jpg,0.00,63.81
p12_0130_10.jpg,100.00,0.00
p12_0130_11.jpg,25.00,30.00
p12_0168_11.jpg,0.00,0.00
p13_0081_10.jpg,15.00,0.00
p14_0018_7.jpg,20.00,0.00
p14_0028_7.jpg,0.00,0.00
p14_0032_2.jpg,25.00,0.00
p14_0053_9.jpg,28.00,0.00
p14_0062_10.jpg,28.00,1.47
p14_0063_2.jpg,0.00,0.00
p14_0064_9.jpg,15.00,0.00
p14_0065_5.jpg,0.00,20.34
p14_0086_3.jpg,0.00,0.00
p14_0087_8.jpg,2.50,0.00
p15_0027_9.jpg,12.00,27.27
p15_0028_1.jpg,25.00,10.00
p16_0345_6.jpg,35.00,31.03
p16_0366_10.jpg,28.00,6.67
p16_0373_11.jpg,30.00,21.88
p17_0211_2.jpg,41.67,35.90
p18_0036_11.jpg,35.00,24.24
p19_0115_5.jpg,0.00,0.00
p19_0117_1.jpg,25.00,0.00
p19_0121_1.jpg,13.04,0.00
p1_0309_3.jpg,0.00,2.47
p1_0310_8.jpg,22.00,0.00
p1_0313_5.jpg,1.96,1.82
p1_0318_1.jpg,13.04,36.36
p20_0174_7.jpg,48.15,27.35
p21_0257_3.jpg,20.74,77.78
p21_0259_5.jpg,0.00,100.00
p21_0271_6.jpg,30.00,90.00
p22_0005_10.jpg,31.11,78.72
p22_0009_10.jpg,25.00,45.71
p22_0020_5.jpg,23.08,66.67
p22_0028_9.jpg,0.00,0.00
p2_0221_1.jpg,16.67,2.56
p2_0225_6.jpg,14.29,15.09
p2_0227_11.jpg,14.29,11.43
p2_0229_7.jpg,25.00,19.72
p2_0295_8.jpg,15.00,27.27
p2_0306_10.jpg,25.00,3.03
p3_0220_9.jpg,16.67,6.06
p3_0227_2.jpg,28.00,12.33
p3_0242_1.jpg,0.00,0.00
p3_0242_10.jpg,0.00,7.14
p3_0243_10.jpg,25.00,8.00
p3_0243_9.jpg,10.00,6.52
p3_0258_3.jpg,30.97,35.29
p3_0259_9.jpg,0.00,0.00
p3_0260_1.jpg,0.00,0.00
p3_0264_1.jpg,0.00,0.00
p3_0264_3.jpg,0.00,0.00
p3_0264_6.jpg,11.11,0.00
p3_0270_7.jpg,15.00,12.50
p3_0273_3.jpg,28.00,0.00
p3_0280_2.jpg,24.44,22.22
p5_0143_11.jpg,37.50,19.81
p5_0204_11.jpg,1.82,0.00
p6_0009_7.jpg,88.24,76.61
p6_0015_3.jpg,70.00,97.10
p6_0016_5.jpg,0.00,68.71
p6_0030_3.jpg,83.33,89.92
p6_0030_7.jpg,82.14,84.67
p7_0055_11.jpg,58.33,85.00
p7_0057_11.jpg,35.00,79.59
p7_0058_8.jpg,36.27,90.91
p8_0043_7.jpg,25.00,36.36
p8_0049_6.jpg,0.00,0.00
p8_0049_9.jpg,100.00,0.00
p8_0050_1.jpg,30.00,0.00
p8_0050_5.jpg,100.00,0.00
p8_0051_1.jpg,37.50,0.00
p9_0213_5.jpg,16.67,10.34
p9_0230_10.jpg,6.98,7.14
